Species	GeneID_5p	TranscriptID_5p	ProteinID_5p	Strand_5p	ExonID_5p	ExonRegionStart_5p	ExonRegionEnd_5p	ExonRank_5p	cDNA_CodingStart_5p	cDNA_CodingEnd_5p	GenomicCodingStart_5p	GenomicCodingEnd_5p	StartPhase_5p	EndPhase_5p	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	GeneID_3p	TranscriptID_3p	ProteinID_3p	Strand_3p	ExonID_3p	ExonRegionStart_3p	ExonRegionEnd_3p	ExonRank_3p	cDNA_CodingStart_3p	cDNA_CodingEnd_3p	GenomicCodingStart_3p	GenomicCodingEnd_3p	StartPhase_3p	EndPhase_3p	chr
bos_taurus	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000253590	89594884	89595741	2	788	956	89595573	89595741	2	-1	89595742	89601805	2	2	81	0	4.764705882352942	17	SRR594473,SRR594474,SRR594476,SRR594477,SRR594478,SRR594479,SRR594480,SRR594481,SRR594485,SRR594487,SRR594490,SRR594494,SRR594496,SRR594499,SRR636839,SRR636840,SRR636889	3,12,20,4,10,6,1,9,2,1,1,1,4,2,1,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000216413	89601806	89602592	1	486	787	89601806	89602107	-1	2	8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000253590	89594884	89595741	2	788	956	89595573	89595741	2	-1	89595742	89601805	2	2	81	0	4.764705882352942	17	SRR594473,SRR594474,SRR594476,SRR594477,SRR594478,SRR594479,SRR594480,SRR594481,SRR594485,SRR594487,SRR594490,SRR594494,SRR594496,SRR594499,SRR636839,SRR636840,SRR636889	3,12,20,4,10,6,1,9,2,1,1,1,4,2,1,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000490737	89601806	89602364	2	289	590	89601806	89602107	-1	2	8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000253590	89594884	89595741	3	591	759	89595573	89595741	2	-1	89595742	89601805	2	2	81	0	4.764705882352942	17	SRR594473,SRR594474,SRR594476,SRR594477,SRR594478,SRR594479,SRR594480,SRR594481,SRR594485,SRR594487,SRR594490,SRR594494,SRR594496,SRR594499,SRR636839,SRR636840,SRR636889	3,12,20,4,10,6,1,9,2,1,1,1,4,2,1,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000216413	89601806	89602592	1	486	787	89601806	89602107	-1	2	8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000253590	89594884	89595741	3	591	759	89595573	89595741	2	-1	89595742	89601805	2	2	81	0	4.764705882352942	17	SRR594473,SRR594474,SRR594476,SRR594477,SRR594478,SRR594479,SRR594480,SRR594481,SRR594485,SRR594487,SRR594490,SRR594494,SRR594496,SRR594499,SRR636839,SRR636840,SRR636889	3,12,20,4,10,6,1,9,2,1,1,1,4,2,1,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000490737	89601806	89602364	2	289	590	89601806	89602107	-1	2	8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000490737	89601806	89602364	2	289	590	89601806	89602107	-1	2	89602365	89602561	2	2	2	0	1.0	2	SRR594476,SRR594496	1,1	0,0	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000511315	89602562	89602592	1					-1	-1	8
bos_taurus															89598978	89601805	2	2	1	0	1.0	1	SRR594476	1	0	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000216413	89601806	89602592	1	486	787	89601806	89602107	-1	2	8
bos_taurus															89598978	89601805	2	2	1	0	1.0	1	SRR594476	1	0	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000490737	89601806	89602364	2	289	590	89601806	89602107	-1	2	8
bos_taurus															89602142	89602262	2	2	1	0	1.0	1	SRR594477	1	0															8
bos_taurus															89602159	89602262	2	2	1	0	1.0	1	SRR594481	1	0															8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000216413	89601806	89602592	1	486	787	89601806	89602107	-1	2																										8
bos_taurus	ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000511315	89602562	89602592	1					-1	-1																										8
bos_taurus																										ENSBTAG00000019958	ENSBTAT00000031535	ENSBTAP00000031488	-1	ENSBTAE00000253590	89594884	89595741	2	788	956	89595573	89595741	2	-1	8
bos_taurus																										ENSBTAG00000019958	ENSBTAT00000072721	ENSBTAP00000068014	-1	ENSBTAE00000253590	89594884	89595741	3	591	759	89595573	89595741	2	-1	8
danio_rerio	ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00000144053	2582254	2582710	1	156	457	2582409	2582710	-1	2																										10
danio_rerio	ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00000428680	2584433	2584788	2	458	626	2584433	2584601	2	-1																										10
danio_rerio	ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00001168746	2585477	2585625	3					-1	-1																										10
danio_rerio																										ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00000144053	2582254	2582710	1	156	457	2582409	2582710	-1	2	10
danio_rerio																										ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00000428680	2584433	2584788	2	458	626	2584433	2584601	2	-1	10
danio_rerio																										ENSDARG00000003934	ENSDART00000016103	ENSDARP00000023608	1	ENSDARE00001168746	2585477	2585625	3					-1	-1	10
homo_sapiens	ENSG00000130045	ENST00000649870		1	ENSE00003831414	88534033	88534088	1					-1	-1	88534089	88535398	1	3	2	0	1.0	2	ERR030860,ERR030867	1,1	0,0	ENSG00000130045	ENST00000649870		1	ENSE00003832086	88535399	88535736	2					-1	-1	9
homo_sapiens	ENSG00000130045	ENST00000649870		1	ENSE00003832086	88535399	88535736	2					-1	-1	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000487646		1	ENSE00003527219	88535105	88535736	1					-1	-1	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000375855	ENSP00000365015	1	ENSE00003641651	88535105	88535736	1	331	632	88535435	88535736	-1	2	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000478686		1	ENSE00001818749	88535186	88535736	1					-1	-1	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000375854	ENSP00000365014	1	ENSE00002277862	88535101	88535736	1	335	636	88535435	88535736	-1	2	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000618633	ENSP00000480855	1	ENSE00002277862	88535101	88535736	1	335	636	88535435	88535736	-1	2	88535737	88537641	1	1	3	0	1.0	3	ERR030873,ERR030902,SRR649362	1,1,1	0,0,0															9
homo_sapiens	ENSG00000130045	ENST00000649870		1	ENSE00003832086	88535399	88535736	2					-1	-1	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000487646		1	ENSE00003527219	88535105	88535736	1					-1	-1	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000375855	ENSP00000365015	1	ENSE00003641651	88535105	88535736	1	331	632	88535435	88535736	-1	2	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000478686		1	ENSE00001818749	88535186	88535736	1					-1	-1	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000375854	ENSP00000365014	1	ENSE00002277862	88535101	88535736	1	335	636	88535435	88535736	-1	2	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000618633	ENSP00000480855	1	ENSE00002277862	88535101	88535736	1	335	636	88535435	88535736	-1	2	88535737	88540694	1	1	4	0	2.0	2	ERR030880,SRR943341	3,1	0,0															9
homo_sapiens	ENSG00000130045	ENST00000649870		1	ENSE00003832086	88535399	88535736	2					-1	-1	88535737	88542474	1	1	1	0	1.0	1	SRR943359	1	0															9
homo_sapiens	ENSG00000130045	ENST00000487646		1	ENSE00003527219	88535105	88535736	1					-1	-1	88535737	88542474	1	1	1	0	1.0	1	SRR943359	1	0															9
